CMPD_CHEMBLID,exp,smiles,,,,,,
CHEMBL351923,2.8,COC(=O)c1[nH]cc(c2ccccc2C)c1N3CCOCC3,,,,,,
CHEMBL77215,1,CN1C(=O)C(=Nc2cc(ccc12)C(C)(C)C(=O)N3CCCC3)Cc4ccc(cc4)C(=N)N,,,,,,
CHEMBL171453,-0.09,CC(=O)NCc1ccc(CN2CCN(CC2)c3cnccn3)cc1,,,,,,
CHEMBL87521,3.62,Oc1c2SCCc2nn1c3ccc(Cl)c(Cl)c3,,,,,,
CHEMBL92163,2.47,OCCCNCCCCNCC1CCN(CC1)C(=O)Cc2cccc3ccccc23,,,,,,
CHEMBL25101,1.74,NCCCNCCCCNCCCNC(=O)Cc1cccc2ccccc12,,,,,,
CHEMBL85772,3.06,Oc1c2SCCc2nn1c3ccc(Cl)cc3,,,,,,
CHEMBL369605,2.59,CCC(NC(=O)C)c1ccc(CN2CCN(CC2)c3ccccc3)cc1,,,,,,
CHEMBL172288,2.83,CC(=O)NC(C)(C)c1ccc(CN2CCN(CC2)c3ccccc3)cc1,,,,,,
CHEMBL78282,3.49,CCCCCCOC(=O)c1ccc(OS(=O)(=O)N)cc1,,,,,,
CHEMBL95,2.71,Nc1c2CCCCc2nc3ccccc13,,,,,,
CHEMBL355457,3.35,CCC(CC)(NC(=O)C)c1ccc(CN2CCN(CC2)c3ccccc3)cc1,,,,,,
CHEMBL169586,1.18,CC(=O)NC(C)(C)c1ccc(CN2CCN(CC2)c3ncccn3)cc1,,,,,,
CHEMBL169211,1.58,CC(=O)NC1(CC1)c2ccc(CN3CCN(CC3)c4nccs4)cc2,,,,,,
CHEMBL163189,3.7,Clc1ccc(cc1)c2c[nH]c(C(=O)NCC=C)c2N3CCOCC3,,,,,,
CHEMBL88048,0.81,O=S(=O)(Oc1ccc(cc1)c2c[nH]c(SCCc3c[nH]cn3)n2)c4ccccc4,,,,,,
CHEMBL88048,3.72,O=S(=O)(Oc1ccc(cc1)c2c[nH]c(SCCc3c[nH]cn3)n2)c4ccccc4,,,,,,
CHEMBL77121,2.3,CCCOC(=O)c1ccc(OS(=O)(=O)N)cc1,,,,,,
CHEMBL305637,5.08,CCCCCCCCCCOC(=O)c1ccc(OS(=O)(=O)N)cc1,,,,,,
CHEMBL286738,2.65,NS(=O)(=O)Oc1ccc2C3=C(CCCCC3)C(=O)Oc2c1,,,,,,
CHEMBL311899,1.49,COC(=O)c1ccc(OS(=O)(=O)N)cc1,,,,,,
CHEMBL75255,1.7,CCOC(=O)C(C)(C)c1ccc2c(C)cc(Oc3ccc(cc3)C(=N)N)nc2c1,,,,,,
CHEMBL88162,7.51,O=C(Cc1cccc2ccccc12)N3CCC(CCCCCCNCC4CCCCC4)CC3,,,,,,
CHEMBL384467,1.72,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,,,,,
CHEMBL170307,1.55,CC(=O)NCc1ccc(CN2CCN(CC2)c3ccccc3)cc1,,,,,,
CHEMBL170148,0.88,CC(=O)NCc1ccc(CN2CCN(CC2)c3ccccn3)cc1,,,,,,
CHEMBL171318,1.99,CC(NC(=O)C)c1ccc(CN2CCN(CC2)c3cccc(F)n3)cc1,,,,,,
CHEMBL162545,3.3,COC(=O)c1[nH]cc(c2ccc(Cl)cc2)c1N(C)CCN(C)C,,,,,,
CHEMBL90895,3.21,CN(C)CCCCNCC1CCN(CC1)C(=O)Cc2cccc3ccccc23,,,,,,
CHEMBL155465,3.87,NS(=O)(=O)Oc1ccc(cc1)C(=O)OC2CCCCCCC2,,,,,,
CHEMBL421350,-1.34,NC(=O)c1ccc(cc1)c2c[nH]c(SCCc3c[nH]cn3)n2,,,,,,
CHEMBL421350,1.4,NC(=O)c1ccc(cc1)c2c[nH]c(SCCc3c[nH]cn3)n2,,,,,,
CHEMBL163109,3.5,COC(=O)c1[nH]cc(c2ccc(Cl)cc2)c1N3CCOCC3,,,,,,
CHEMBL88051,0,[O-][N+](=O)c1ccc(cc1)c2c[nH]c(SCCc3c[nH]cn3)n2,,,,,,
CHEMBL88051,2.75,[O-][N+](=O)c1ccc(cc1)c2c[nH]c(SCCc3c[nH]cn3)n2,,,,,,
CHEMBL351309,3.9,CCOC(=O)c1[nH]cc(c2ccc(Cl)cc2)c1N3CCOCC3,,,,,,
CHEMBL161928,5.5,COC(=O)c1c(N2CCOCC2)c(cn1C(=O)c3ccccc3)c4ccc(Cl)cc4,,,,,,
CHEMBL421505,4.29,CCCCCCCCOC(=O)c1ccc(OS(=O)(=O)N)cc1,,,,,,
CHEMBL347202,2.68,NS(=O)(=O)Oc1ccc(cc1)C(=O)OC2CCCC2,,,,,,
CHEMBL443552,3.08,NS(=O)(=O)Oc1ccc(cc1)C(=O)OC2CCCCC2,,,,,,
CHEMBL988,1.73,CC12CC(O)[C@@]3(F)C(CCC4=CC(=O)CCC34C)C1CC[C@]2(O)C(=O)CO,,,,,,
CHEMBL171923,1.8,CC(=O)NC1(CC1)c2ccc(CN3CCN(CC3)c4cccc(F)n4)cc2,,,,,,
CHEMBL164148,4.4,COC(=O)c1[nH]cc(c2ccc(Cl)cc2)c1N3CCN(CC3)c4ccccc4,,,,,,
CHEMBL348947,3.5,COC(=O)c1c(N2CCOCC2)c(cn1C(=O)C)c3ccc(Cl)cc3,,,,,,
CHEMBL131,1.55,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,,,,,,
CHEMBL389621,1.54,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,,,,,,
CHEMBL169655,2.01,CC(=O)NC(C)(C)c1ccc(CN2CCN(CC2)c3nccs3)cc1,,,,,,
CHEMBL92156,3.45,O=C(Cc1cccc2ccccc12)N3CCC(CNCCCCNCC4CCOCC4)CC3,,,,,,
CHEMBL90950,5.32,O=C(Cc1cccc2ccccc12)N3CCC(CNCCCCNCC4CCCCC4)CC3,,,,,,
CHEMBL306782,3.1,CCCCCOC(=O)c1ccc(OS(=O)(=O)N)cc1,,,,,,
CHEMBL11185,1.6,CC1=CC(=O)Oc2cc(OS(=O)(=O)N)ccc12,,,,,,
CHEMBL87428,2.01,Oc1c2[S+]([O-])CCc2nn1c3ccc(Cl)c(Cl)c3,,,,,,
CHEMBL169325,1.9,CC(=O)NC1(CC1)c2ccc(CN3CCN(CC3)c4ccccc4)cc2,,,,,,
